                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                 1.0073,                0.52111,                 1.0421,                0.96687,                0.94343,                0.97328,                0.78624,                0.91414,                0.40304,                0.94467,              0.0007724,              0.0007724,              0.0007724
                     96,                0.97991,                0.50418,                 1.0225,                0.96878,                0.94403,                0.97712,                0.79119,                  0.896,                0.39794,                0.93769,              0.0007592,              0.0007592,              0.0007592
                     97,                0.98668,                0.51092,                 1.0297,                0.97512,                0.94104,                0.97476,                0.79374,                0.88084,                 0.3925,                0.93408,               0.000746,               0.000746,               0.000746
                     98,                0.99609,                0.51029,                  1.034,                0.96584,                0.94612,                0.97451,                0.78964,                 0.8842,                0.39687,                0.93566,              0.0007328,              0.0007328,              0.0007328
                     99,                0.97819,                0.50207,                  1.028,                0.97421,                0.93685,                0.97669,                0.79469,                0.87757,                 0.3918,                0.93248,              0.0007196,              0.0007196,              0.0007196
                    100,                0.97805,                0.49478,                 1.0251,                0.97221,                0.94133,                0.97456,                0.78906,                0.88369,                0.39206,                0.93286,              0.0007064,              0.0007064,              0.0007064
                    101,                0.99758,                0.51456,                 1.0359,                0.96412,                 0.9491,                0.97375,                0.79523,                0.87698,                0.38923,                0.93469,              0.0006932,              0.0006932,              0.0006932
                    102,                0.97741,                0.49837,                 1.0225,                0.96974,                0.94582,                0.97662,                 0.7952,                0.88629,                 0.3934,                 0.9343,                0.00068,                0.00068,                0.00068
                    103,                 0.9755,                0.50389,                 1.0216,                0.96548,                0.94313,                0.97389,                0.79559,                0.87357,                0.39066,                0.92857,              0.0006668,              0.0006668,              0.0006668
                    104,                0.96624,                0.49136,                 1.0179,                0.97157,                0.93894,                0.97476,                0.79835,                0.86307,                0.38483,                 0.9275,              0.0006536,              0.0006536,              0.0006536
                    105,                0.97252,                0.49795,                 1.0234,                0.97714,                0.93445,                0.97411,                0.79849,                0.86658,                0.38962,                0.92949,              0.0006404,              0.0006404,              0.0006404
                    106,                0.96628,                0.49684,                 1.0189,                 0.9707,                0.94253,                0.97405,                0.79968,                 0.8742,                0.38688,                0.93087,              0.0006272,              0.0006272,              0.0006272
                    107,                0.97372,                0.49945,                 1.0225,                0.97696,                0.93924,                0.97521,                0.80215,                0.87036,                 0.3836,                0.92789,               0.000614,               0.000614,               0.000614
                    108,                0.97936,                0.49659,                 1.0247,                0.97816,                0.93625,                0.97585,                0.80442,                0.86765,                0.38326,                0.92676,              0.0006008,              0.0006008,              0.0006008
                    109,                0.95554,                0.48978,                 1.0142,                0.97961,                0.93685,                0.97753,                0.80903,                 0.8499,                0.38187,                0.92401,              0.0005876,              0.0005876,              0.0005876
                    110,                0.96043,                0.49178,                  1.019,                0.97829,                0.93685,                0.97648,                0.80421,                0.85771,                0.38192,                0.92668,              0.0005744,              0.0005744,              0.0005744
                    111,                0.96209,                   0.49,                 1.0174,                0.97163,                0.94223,                0.97561,                  0.803,                0.85644,                0.37995,                 0.9245,              0.0005612,              0.0005612,              0.0005612
                    112,                0.95803,                0.49211,                 1.0152,                 0.9716,                0.94202,                0.97622,                0.80561,                0.85692,                0.38022,                0.92532,               0.000548,               0.000548,               0.000548
                    113,                 0.9475,                0.47662,                 1.0109,                0.97195,                0.94163,                0.97536,                0.80731,                0.85235,                0.37982,                0.92436,              0.0005348,              0.0005348,              0.0005348
                    114,                0.93809,                0.47411,                 1.0033,                0.96792,                0.94852,                 0.9764,                0.80953,                0.85015,                0.37741,                0.92349,              0.0005216,              0.0005216,              0.0005216
                    115,                0.94667,                0.47841,                 1.0112,                0.97699,                0.94031,                0.97731,                0.81174,                0.84472,                0.37535,                0.92117,              0.0005084,              0.0005084,              0.0005084
                    116,                0.94536,                 0.4813,                 1.0099,                0.97341,                0.94523,                 0.9784,                0.81106,                 0.8521,                 0.3755,                0.92179,              0.0004952,              0.0004952,              0.0004952
                    117,                0.94645,                0.47911,                 1.0124,                0.97639,                0.94086,                0.97543,                0.80752,                 0.8575,                0.37639,                0.92324,               0.000482,               0.000482,               0.000482
                    118,                0.94142,                0.47323,                 1.0076,                0.97317,                0.94439,                0.97659,                0.80694,                0.86626,                0.37978,                0.92496,              0.0004688,              0.0004688,              0.0004688
                    119,                0.94153,                0.47397,                 1.0068,                0.97788,                0.93932,                0.97546,                0.81238,                0.84424,                0.37498,                0.91956,              0.0004556,              0.0004556,              0.0004556
