                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                0.82605,                0.40134,                  1.144,                0.97174,                0.94692,                0.97178,                0.82918,                0.79082,                0.32112,                  1.073,              0.0007064,              0.0007064,              0.0007064
                    101,                0.84276,                0.41499,                 1.1589,                0.98094,                0.93941,                0.97247,                0.83247,                0.78159,                0.31932,                 1.0693,              0.0006932,              0.0006932,              0.0006932
                    102,                0.81652,                0.40033,                 1.1408,                0.97415,                0.94403,                0.97221,                0.83587,                0.77242,                0.31987,                 1.0617,                0.00068,                0.00068,                0.00068
                    103,                0.81289,                0.40148,                 1.1387,                 0.9786,                 0.9443,                0.97277,                 0.8387,                0.77669,                0.31934,                 1.0628,              0.0006668,              0.0006668,              0.0006668
                    104,                0.80729,                0.39238,                 1.1378,                0.97802,                 0.9457,                0.97305,                0.83641,                0.79268,                0.31674,                 1.0664,              0.0006536,              0.0006536,              0.0006536
                    105,                0.81762,                0.40297,                 1.1449,                0.97121,                0.95091,                0.97268,                0.84171,                0.76107,                0.31524,                 1.0528,              0.0006404,              0.0006404,              0.0006404
                    106,                0.81065,                0.39619,                 1.1371,                0.97858,                0.94364,                0.97353,                0.84674,                0.75262,                0.30963,                 1.0519,              0.0006272,              0.0006272,              0.0006272
                    107,                0.81635,                0.39796,                 1.1408,                 0.9724,                 0.9492,                0.97353,                0.85107,                0.76653,                 0.3098,                 1.0595,               0.000614,               0.000614,               0.000614
                    108,                0.81141,                0.39064,                 1.1395,                0.98208,                0.93894,                0.97385,                0.84317,                0.77943,                0.31258,                 1.0618,              0.0006008,              0.0006008,              0.0006008
                    109,                0.79653,                0.38915,                  1.129,                0.97802,                0.94575,                0.97276,                 0.8415,                0.76621,                 0.3138,                 1.0542,              0.0005876,              0.0005876,              0.0005876
                    110,                0.80983,                0.39057,                 1.1405,                0.97288,                0.95181,                0.97392,                0.84229,                0.76787,                0.30726,                 1.0559,              0.0005744,              0.0005744,              0.0005744
                    111,                0.80561,                0.38877,                 1.1346,                 0.9805,                0.94523,                0.97429,                0.85059,                0.74787,                0.30913,                 1.0502,              0.0005612,              0.0005612,              0.0005612
                    112,                0.80067,                0.38808,                  1.136,                0.97827,                0.94642,                0.97335,                0.84499,                0.76865,                0.30682,                 1.0608,               0.000548,               0.000548,               0.000548
                    113,                0.79442,                0.38066,                 1.1265,                 0.9789,                0.94642,                0.97341,                0.84332,                0.76449,                0.30653,                 1.0555,              0.0005348,              0.0005348,              0.0005348
                    114,                0.78413,                0.37761,                 1.1195,                0.97478,                0.94912,                0.97357,                0.84469,                0.76934,                0.31058,                 1.0584,              0.0005216,              0.0005216,              0.0005216
