                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    120,                0.84038,                 0.4266,                0.98948,                0.97407,                 0.9446,                0.97558,                0.83138,                0.79147,                0.34878,                0.91755,              0.0004424,              0.0004424,              0.0004424
                    121,                0.84247,                0.42706,                0.99099,                0.97403,                0.94193,                0.97534,                0.83538,                 0.7902,                0.34926,                0.91875,              0.0004292,              0.0004292,              0.0004292
                    122,                0.84337,                0.42671,                0.99253,                0.97443,                0.94672,                0.97736,                0.83629,                0.79186,                0.34976,                 0.9189,               0.000416,               0.000416,               0.000416
                    123,                0.84167,                0.42428,                 0.9876,                0.97033,                0.94949,                0.97641,                0.83853,                  0.783,                0.34792,                0.91635,              0.0004028,              0.0004028,              0.0004028
                    124,                0.82924,                0.42021,                0.98918,                0.97401,                0.94463,                0.97599,                0.83768,                0.78133,                0.34696,                0.91572,              0.0003896,              0.0003896,              0.0003896
                    125,                0.84119,                0.42616,                0.99194,                0.97654,                0.94553,                 0.9765,                0.83665,                0.78377,                0.34676,                0.91648,              0.0003764,              0.0003764,              0.0003764
                    126,                0.82681,                0.41819,                 0.9867,                0.97576,                0.94642,                0.97579,                0.83943,                0.78413,                0.34626,                0.91632,              0.0003632,              0.0003632,              0.0003632
                    127,                0.82204,                0.41253,                0.98071,                 0.9756,                0.94552,                0.97527,                0.84122,                0.78082,                0.34507,                0.91494,                0.00035,                0.00035,                0.00035
                    128,                0.82528,                0.42119,                 0.9855,                0.97719,                0.94373,                0.97473,                0.83968,                0.77801,                0.34579,                0.91431,              0.0003368,              0.0003368,              0.0003368
                    129,                0.83594,                0.41841,                0.98567,                0.97352,                0.94647,                0.97475,                0.83866,                0.78137,                0.34668,                0.91507,              0.0003236,              0.0003236,              0.0003236
                    130,                0.81927,                0.41154,                0.98228,                0.97446,                0.94788,                0.97536,                0.83863,                0.77961,                 0.3455,                0.91414,              0.0003104,              0.0003104,              0.0003104
                    131,                0.81674,                0.40593,                 0.9799,                0.97447,                0.94822,                 0.9767,                 0.8403,                0.78281,                0.34321,                0.91392,              0.0002972,              0.0002972,              0.0002972
                    132,                0.82016,                0.41481,                0.98299,                0.97562,                0.94626,                0.97585,                0.84031,                0.78268,                0.34459,                0.91394,               0.000284,               0.000284,               0.000284
                    133,                0.81208,                0.41021,                0.98003,                0.98067,                0.94123,                0.97438,                0.84254,                 0.7793,                0.34379,                0.91367,              0.0002708,              0.0002708,              0.0002708
                    134,                0.80841,                0.40984,                0.97637,                0.97501,                0.94589,                0.97464,                0.84303,                0.77954,                0.34306,                0.91308,              0.0002576,              0.0002576,              0.0002576
                    135,                0.80366,                0.40775,                 0.9772,                0.97142,                0.95121,                0.97531,                0.84309,                0.77818,                0.34234,                0.91335,              0.0002444,              0.0002444,              0.0002444
                    136,                0.82052,                0.41166,                0.98077,                0.97318,                0.94732,                 0.9744,                0.84081,                0.78217,                0.34218,                0.91486,              0.0002312,              0.0002312,              0.0002312
                    137,                0.80669,                0.40745,                 0.9795,                0.97332,                0.94463,                0.97575,                0.84085,                0.77894,                0.34072,                0.91387,               0.000218,               0.000218,               0.000218
                    138,                0.81181,                0.41241,                0.97739,                0.96973,                0.95061,                 0.9752,                0.84385,                0.77558,                 0.3417,                0.91394,              0.0002048,              0.0002048,              0.0002048
                    139,                0.80341,                0.40557,                0.97691,                0.96893,                0.95209,                0.97549,                0.84458,                0.77742,                0.34153,                0.91443,              0.0001916,              0.0001916,              0.0001916
                    140,                0.79043,                0.39979,                0.97085,                 0.9732,                0.94822,                0.97553,                0.84664,                0.77363,                0.34035,                0.91233,              0.0001784,              0.0001784,              0.0001784
                    141,                0.72951,                 0.3546,                0.93765,                0.97768,                 0.9438,                0.97578,                0.84839,                0.77141,                0.34091,                0.91221,              0.0001652,              0.0001652,              0.0001652
                    142,                0.72504,                0.35135,                0.93661,                0.97629,                0.94493,                0.97556,                0.84907,                0.76966,                0.33743,                0.91196,               0.000152,               0.000152,               0.000152
                    143,                0.72208,                0.35107,                0.93317,                0.97652,                0.94463,                0.97559,                0.85056,                0.76452,                0.33646,                0.91098,              0.0001388,              0.0001388,              0.0001388
                    144,                 0.7129,                0.34684,                0.93248,                0.97796,                0.94305,                0.97529,                0.85145,                0.76537,                0.33667,                0.91089,              0.0001256,              0.0001256,              0.0001256
                    145,                0.71184,                0.34638,                0.92979,                 0.9789,                 0.9444,                0.97559,                0.85221,                0.76168,                0.33636,                0.90992,              0.0001124,              0.0001124,              0.0001124
                    146,                0.72471,                0.35075,                0.93671,                0.97244,                0.95045,                0.97561,                0.85136,                0.76219,                0.33635,                 0.9088,               9.92e-05,               9.92e-05,               9.92e-05
                    147,                0.71191,                0.34778,                0.93403,                0.97814,                0.94463,                0.97589,                0.85184,                0.76154,                0.33681,                0.90933,                8.6e-05,                8.6e-05,                8.6e-05
                    148,                0.71901,                 0.3483,                0.93322,                0.97799,                0.94463,                0.97591,                0.85292,                0.76005,                0.33649,                0.90932,               7.28e-05,               7.28e-05,               7.28e-05
                    149,                 0.7068,                0.34331,                0.93143,                0.97829,                0.94411,                0.97625,                0.85158,                0.76496,                0.33748,                0.91013,               5.96e-05,               5.96e-05,               5.96e-05
                    150,                0.69851,                0.33845,                0.92604,                0.97614,                0.94642,                 0.9764,                0.85222,                0.76571,                0.33738,                0.90976,               4.64e-05,               4.64e-05,               4.64e-05
