                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     52,                0.98953,                0.51654,                 1.1701,                0.97312,                0.93655,                0.97176,                0.78599,                0.89354,                0.40508,                 1.0616,                0.00134,                0.00134,                0.00134
                     53,                0.98537,                0.50504,                 1.1654,                0.96557,                0.93163,                0.96956,                0.79726,                0.87143,                0.39339,                 1.0519,              0.0013268,              0.0013268,              0.0013268
                     54,                0.99286,                0.50503,                 1.1804,                0.96725,                0.94163,                0.97081,                0.79486,                0.88648,                0.39434,                 1.0575,              0.0013136,              0.0013136,              0.0013136
                     55,                0.98988,                0.50876,                 1.1723,                0.96777,                0.93714,                0.96881,                0.78645,                0.91015,                0.39564,                 1.0614,              0.0013004,              0.0013004,              0.0013004
                     56,                0.98081,                0.50528,                 1.1668,                0.97672,                0.93685,                0.97408,                 0.8077,                 0.8557,                0.38406,                 1.0357,              0.0012872,              0.0012872,              0.0012872
                     57,                0.98612,                0.50418,                  1.174,                0.97131,                0.94228,                0.97188,                0.79352,                0.89298,                0.38664,                  1.059,               0.001274,               0.001274,               0.001274
                     58,                0.98729,                0.49983,                 1.1715,                0.97235,                0.94133,                 0.9677,                0.78992,                0.86201,                0.39767,                 1.0481,              0.0012608,              0.0012608,              0.0012608
                     59,                0.96551,                0.48964,                 1.1556,                0.96812,                0.94536,                0.97496,                0.80147,                0.88084,                0.38388,                 1.0434,              0.0012476,              0.0012476,              0.0012476
                     60,                0.96046,                  0.486,                 1.1564,                0.96739,                0.94702,                0.97398,                0.80544,                0.86147,                0.39118,                 1.0468,              0.0012344,              0.0012344,              0.0012344
                     61,                0.94649,                0.48088,                 1.1387,                0.97217,                0.94582,                0.97388,                 0.8003,                0.86759,                0.38629,                 1.0402,              0.0012212,              0.0012212,              0.0012212
                     62,                0.94365,                0.48163,                 1.1532,                0.97403,                0.94301,                0.97365,                 0.8064,                0.84788,                 0.3721,                 1.0413,               0.001208,               0.001208,               0.001208
                     63,                0.94579,                0.47665,                 1.1393,                0.97199,                0.94517,                0.97479,                0.81809,                0.83498,                0.36924,                 1.0376,              0.0011948,              0.0011948,              0.0011948
                     64,                0.93103,                0.47458,                 1.1369,                0.97464,                0.94822,                0.97533,                0.80673,                 0.8564,                 0.3726,                 1.0433,              0.0011816,              0.0011816,              0.0011816
                     65,                0.93702,                0.47613,                 1.1449,                0.97247,                0.94972,                0.97651,                0.81099,                0.84098,                0.37274,                 1.0347,              0.0011684,              0.0011684,              0.0011684
                     66,                0.93515,                0.47589,                 1.1403,                0.97255,                0.95271,                0.97633,                0.81603,                0.83527,                0.36345,                  1.032,              0.0011552,              0.0011552,              0.0011552
                     67,                0.93464,                0.46842,                 1.1405,                0.97158,                0.94642,                0.97572,                0.81384,                0.84533,                0.37012,                 1.0295,               0.001142,               0.001142,               0.001142
                     68,                 0.9356,                0.46993,                 1.1389,                0.97494,                0.94314,                0.97283,                0.80392,                0.86967,                0.37686,                 1.0458,              0.0011288,              0.0011288,              0.0011288
                     69,                0.91487,                 0.4587,                 1.1233,                0.97597,                0.94814,                 0.9752,                0.81756,                0.82639,                0.35671,                 1.0233,              0.0011156,              0.0011156,              0.0011156
                     70,                0.91482,                0.46073,                   1.13,                0.97595,                0.94852,                0.97436,                0.80975,                0.85981,                0.36341,                 1.0362,              0.0011024,              0.0011024,              0.0011024
                     71,                0.92485,                0.45681,                 1.1279,                0.97458,                0.95228,                0.97586,                0.80951,                0.85401,                0.36693,                 1.0367,              0.0010892,              0.0010892,              0.0010892
                     72,                 0.9248,                0.46522,                  1.136,                0.97575,                 0.9514,                0.97563,                 0.8163,                0.82074,                 0.3542,                  1.026,               0.001076,               0.001076,               0.001076
                     73,                0.91031,                 0.4471,                 1.1207,                0.97353,                0.94672,                0.97281,                0.82629,                0.81017,                0.35575,                 1.0126,              0.0010628,              0.0010628,              0.0010628
                     74,                0.91466,                0.45647,                 1.1226,                0.97292,                0.94702,                0.97649,                0.82175,                 0.8283,                0.35355,                 1.0253,              0.0010496,              0.0010496,              0.0010496
                     75,                0.89599,                0.44699,                 1.1149,                0.97454,                0.94672,                 0.9729,                0.81289,                 0.8284,                0.36073,                 1.0248,              0.0010364,              0.0010364,              0.0010364
